Time Time(s) px py Position R L U D F B
"Wed May 13 14:18:04 CEST 2015" 0 371 268 "(371, 268, (360, 640))" 1 0 0 1 1 0
 0.5         
"Wed May 13 14:18:05 CEST 2015" 1 367 268 "(367, 268, (360, 640))" 0 0 0 1 1 0
 1.5         
 2         
 2.5         
 3         
 3.5         
 4         
 4.5         
"Wed May 13 14:18:09 CEST 2015" 5 322 205 "(322, 205, (360, 640))" 0 0 0 0 1 0
 5.5 322 205 "(322, 205, (360, 640))"      
 6         
 6.5         
"Wed May 13 14:18:11 CEST 2015" 7 459 251 "(459, 251, (360, 640))" 1 0 0 1 1 0
 7.5 459 251 "(459, 251, (360, 640))"      
 8         
 8.5         
"Wed May 13 14:18:13 CEST 2015" 9 292 303 "(292, 303, (360, 640))" 0 0 0 1 1 0
 9.5         
"Wed May 13 14:18:14 CEST 2015" 10 456 262 "(456, 262, (360, 640))" 1 0 0 1 1 0
"Wed May 13 14:18:14 CEST 2015" 10.5 352 192 "(352, 192, (360, 640))" 0 0 0 0 1 0
"Wed May 13 14:18:15 CEST 2015" 11 429 145 "(429, 145, (360, 640))" 1 0 0 0 1 0
 11.5         
"Wed May 13 14:18:16 CEST 2015" 12 468 115 "(468, 115, (360, 640))" 1 0 1 0 0 0
"Wed May 13 14:18:16 CEST 2015" 12.5 404 125 "(404, 125, (360, 640))" 1 0 1 0 0 0
"Wed May 13 14:18:17 CEST 2015" 13 434 118 "(434, 118, (360, 640))" 1 0 1 0 0 0
 13.5         
 14         
 14.5         
"Wed May 13 14:18:19 CEST 2015" 15 412 133 "(412, 133, (360, 640))" 1 0 0 0 0 0
"Wed May 13 14:18:19 CEST 2015" 15.5 441 180 "(441, 180, (360, 640))" 1 0 0 0 1 0
"Wed May 13 14:18:20 CEST 2015" 16 418 274 "(418, 274, (360, 640))" 1 0 0 1 1 0
 16.5         
"Wed May 13 14:18:21 CEST 2015" 17 425 217 "(425, 217, (360, 640))" 1 0 0 0 1 0
"Wed May 13 14:18:21 CEST 2015" 17.5 411 232 "(411, 232, (360, 640))" 1 0 0 1 1 0
"Wed May 13 14:18:22 CEST 2015" 18 428 151 "(428, 151, (360, 640))" 1 0 0 0 1 0
 18.5         
"Wed May 13 14:18:23 CEST 2015" 19 408 183 "(408, 183, (360, 640))" 1 0 0 0 1 0
 19.5         
"Wed May 13 14:18:24 CEST 2015" 20 423 136 "(423, 136, (360, 640))" 1 0 0 0 1 0
 20.5         
"Wed May 13 14:18:25 CEST 2015" 21 412 133 "(412, 133, (360, 640))" 1 0 1 0 1 0
"Wed May 13 14:18:25 CEST 2015" 21.5 403 78 "(403, 078, (360, 640))" 1 0 1 0 1 0
"Wed May 13 14:18:26 CEST 2015" 22 367 81 "(367, 081, (360, 640))" 0 0 1 0 1 0
 22.5         
 23         
 23.5         
"Wed May 13 14:18:28 CEST 2015" 24 416 58 "(416, 058, (360, 640))" 1 0 1 0 1 0
 24.5         
"Wed May 13 14:18:29 CEST 2015" 25 398 68 "(398, 068, (360, 640))" 1 0 1 0 1 0
 25.5         
 26         
 26.5         
"Wed May 13 14:18:31 CEST 2015" 27 406 58 "(406, 058, (360, 640))" 1 0 1 0 1 0
 27.5         
 28         
 28.5         
"Wed May 13 14:18:33 CEST 2015" 29 297 74 "(297, 074, (360, 640))" 0 0 1 0 1 0
"Wed May 13 14:18:33 CEST 2015" 29.5 273 38 "(273, 038, (360, 640))" 0 0 1 0 1 0
 30         
 30.5         
"Wed May 13 14:18:35 CEST 2015" 31 312 52 "(312, 052, (360, 640))" 0 0 1 0 1 0
"Wed May 13 14:18:35 CEST 2015" 31.5 310 51 "(310, 051, (360, 640))" 0 0 1 0 1 0
"Wed May 13 14:18:36 CEST 2015" 32 345 141 "(345, 141, (360, 640))" 0 0 0 0 1 0
 32.5         
"Wed May 13 14:18:37 CEST 2015" 33 422 167 "(422, 167, (360, 640))" 1 0 0 0 1 0
"Wed May 13 14:18:37 CEST 2015" 33.5 472 171 "(472, 171, (360, 640))" 1 0 0 0 0 0
"Wed May 13 14:18:38 CEST 2015" 34 524 149 "(524, 149, (360, 640))" 1 0 0 0 0 0
 34.5         
"Wed May 13 14:18:39 CEST 2015" 35 523 200 "(523, 200, (360, 640))" 1 0 0 0 1 0
"Wed May 13 14:18:39 CEST 2015" 35.5 568 201 "(568, 201, (360, 640))" 1 0 0 0 0 0
